"text","tipo","sensibile"
"I AM INVINCABLE FOR I RESEARCH AND KNOW FOR A FACT THIS IS AN ENGINEERED CRISIS TO DISCREDIT CHINA ALL BECAUSE AMERICUNT TRIED TO FUCK THEM OVER WITH A 25 TARIFF AND CHINA EMPHATICALLY SAID NO THATS WHAT THIS VIRUS IS ALL ABOUT BUT THE CHINESE WROTE THIS ",5,0
"crackers in general should stop speaking bc they’re annoying and their opinions are trash. not white people, crackers. ppl who think that you can be racist to white people, the mayo monkeys, them.",5,1
"I literally told a black customer to shut the fuck up because he started saying something ignorant after I told someone that they need a mask talking about it’s 2020 you need to ride for your color like nigga I hate niggas that have not dam since",5,1
"I never said you were stupid 😉 agree on the cracker front 😜 but definitely a weirdo 🤪 and wouldn’t want it any other way",5,0
"Weirdo ass niggas 😭🤷🏻‍♂️",5,1
"Niggas annoying dawg 😂",5,1
"Someone on my snap, in room of like four dudes, I hear someone say nigga, not near nigga in sight, then they make that wack ass chainsaw nigga joke and white boy is cracking up. Yeah i reported the bastard",5,0
"i feel like the coronavirus has basically given people an excuse to be racist towards chinese people  the prc's government sucks but the government ain't the same as the people",5,0
"He didn t start a race war Racist hated to see a black man achieve something If anything it rallied racist to have a single target to hate And your daddy trimp doesn t help the race relations at all",5,0
"Maybe some dirty scrubs would suit you better Why is your white trash comment not hate speech",5,1
"02 They’re a bunch of delusional white trash rats who hate women so of course they’re going to call Taylor a bully when their racist rat idol came at her first",5,1
"i hate that all korean honorifics are gendered",5,0
"Nigga make my chest hurt 😂😂",5,1
"white people being racist to Asians for the coronavirus, and white people being racist to Native Americans for the railroad protest.  Pathetic, seriously.   “Canada sucks”",5,0
"I couldn t care less about race Black White yellow Red We re all shades of Green I despise SJW s and all identity politics I wouldn t care if he was an Afrikaans Asian Swahili Native American Jewish Eskimo as long as he had good character moral decency bu",5,0
"This whole “cancel culture” is getting annoying. Literally nobody from Native American nations care...this has been quoted multiple times. The only people who care are people who find joy in ruining things for others. , ",5,0
"tw // shootings, death
Casey Goodson. Another innocent African American lost in the hands of hate. Say his name. This is not a time to stay silent. I will be linking information abt his death as well as petitions and donation links. Please do everything y",5,0
"Freak ass nigga , ",5,1
"tired of these crackers yall are annoying as hell , ",5,1
"I’m still amazed by dis coronavirus shit they done created out there in China got da whole fkin world spooked including me lol.",5,1
"Just because you don’t take offence doesn’t mean you should tell@others not to The fact is you’ll never understand the kind of discrimination that black people endure and you’re showing that you don’t empathise either",5,0
"White bitches with 2 seconds of African-American in them are the most annoying, cringe people out there. Please shut the fuck up we do not care that your great great great great great grandfather was half black.",5,1
"I really don’t understand how a Latinx person and a African American or anybody of color can be racist towards each other. Hate really is just imbedded in all of us. Imagine it, we’re already hated by the people who run the world (yt people) why the hell ",5,0
"Want attention Nah I’m just trying to set the record straight and get this white trash scum to Understand that he’s nothing but that Anyway I’m probably talking to a 12 year old right now so I wouldn’t expect you to understand",5,1
"idgaf about a millionaires feelings when black people are being murdered.",5,0
"I don't watch any movie that is made for blacks or has a black in the lead roll and I can't find humor in the black race with all of the crime they comit against the white man",5,1
"lmfaooooooooo niggas are annoying 😭",5,1
"and that is why you hate black people",5,1
"nixon123 But it is about race White people get executed because they’re scum only after evidence proves when black people don’t have that luxury Take it a step further and see how many times white people are allowed back into society before the death pena",5,0
"This lady is a pig.  White Trash..... , ",5,1
"I can’t do no dirt with u niggas u can’t wait to rat",5,1
"I do realize that and I also realize that the term chink was founded in an offensive derivative as well Nigger is no worse than chink Both discriminate a race for no other reason than you guessed it being racist",5,0
"Started with Ebonics language and 50s style which was actually from the 70s with anti-racism message. FUCKING BRILLIANT.
, ",5,0
"the Wuhan wet markets have reopened ..  AND NOT A SINGLE FUCKING LESSON WAS LEARNT.  #ChineseVirus",5,1
"Does he honestly think he won states because he was in the lead temporarily? Or is he trying to suck every dollar out of his dumbass cracker base while he can? Moron or dickhead, you decide!",5,1
"Niggas so ignorant they’ll kill you over last place.",5,1
"So you re just another bigoted ignorant piece of white trash How many of “those people” have you actually met I find it interesting when people generalize entire states as “racist” and “white trash” especially when they have never set foot in any of them ",5,1
"This is Japanese 😂 bt Dope shope",5,1
"aray You r absolutely correct one support their own country Being chinese you will support china But everyone knows the fact that chinesevirus is originated from china and its labmade to kill other countries ChineseBioterrorism",5,1
"Let's be real... African names are NOT hard to pronounce. Y'all just too ignorant to take the time to realize they sound almost exactly how they look and are way less phonetically lazy than American enunciations.",5,0
"ugh!!! i hate white ppl...especially when they are drunk...its always some racist shit wit me and them every encounter!!!!",5,1
"Does he honestly think he won states because he was in the lead temporarily? Or is he trying to suck every dollar out of his dumbass cracker base while he can? Moron or dickhead, you decide!",5,1
"Dust6 Uno The thing you re doing is called being ignorant Just because I m an African American who actually don t scream about everything a white people do that has remotely something to do with our culture as racist doesn t make me a coon Just wanted to ",5,0
"i hate the term karen... and how it’s replaced “racist white trash women” and made their racism into something to laugh and joke on. “karen” doesn’t exactly hit the same as “racist white bitch” lol",5,0
"Fr i hate a boring nigga😆.. Always serious n shit , ",5,1
"These are AmericanPatriots who died protecting the constitution not a racist asshole Newt who calls a thief for registering African American voters was a draft dodger too who can’t fathom men and women in the photo",5,0
"plus cracker means multiple things💀 the n word is literally ONLY to discriminate",5,0
"Thanos was really pullin up to niggas planets, knocked off half the population, then sped off... what a dickhead 😂😂😂",5,0
"Maybe some dirty scrubs would suit you better Why is your white trash comment not hate speech",5,1
"Lol it may be her voice and the Afro has to go but she has been growing on me I think I respect her tho She’s not in Kamaru usman annoying level tho",5,0
"America was born out of the genocide of Native Americans Racism and hatred of the other is sadly thoroughly American Trump isn t an anomaly",5,0
"Amb India we will take each Chinese down to their grave This is a science report of how Chinese fight virus and u want 2 kill all Chinese？ur air force takes a decade 2 build LCA fighter jet WHAT A POOR COUNTRY🐶 Seriously Indian will end anytime when CCP ",5,1
"kook he did nothing wrong because negative appropriation occurs only if the representatives of the dominant culture borrow some elements from the oppressed one when did chinese become the dominant culture",5,0
"I understand. I know, I grew up with racism, example: when my sister and I were younger a white boy followed us home every day, one day he pulled his pants and there it was full frontal. Disrespect and ignorant because their parents teach to be that way. ",5,1
"It’s nothing funny about a man lying to get you alone to pressure you into sex what the Fuck be wrong with the rapey ass niggas on this app and in real life. Y’all are the scum of earth like no cap",5,1
"HOLD CHINA ACCOUNTABLE If China fired Nukes USA killing 100K to 240K US we would have WW3 So they sent us coronavirus killing 100K to 240K US Sounds like World War Three to me CCPVirus CCP HoldChinaAccountable",5,1
"This lady is a pig.  White Trash..... , ",5,1
"Weirdo ass niggas 😭🤷🏻‍♂️",5,1
"This nigga just called a black Japanese girl “african American”, but says theirs no racism or discrimination in Japan because
I am so over Asian people at this point. , ",5,1
"I hate ignorant ass niggas",5,1
"Go to bed you Limey bastard 🤣🤣",5,1
"i rly need to stop being mean to these niggas but damn they so. fucking. annoying. , ",5,1
"Someone tell this hillbilly what a burger is. Haha another dude raised outside of nYc",5,1
"Take your fuckin hick freak cult back into the back water hollar fuckin mutant hills have eyes mongoloids",5,1
"Joe Biden is one of the most bigoted men in American politics His crime billed countless black men with zero regard for the truth Shame on you another racists liberal",5,0
"Don't think everyone hate you,
You are not ""korean baccho wale memes""",5,1
"when i’m literally asian but i have to tell everyone i’m not chinese and that japanese and chinese aren’t the same. y’all annoying asf",5,0
"stop coming for these niggas like you ain’t got some deadbeat MOTHERS out here too 😅🧏🏾‍♀️",5,1
"I AM INVINCABLE FOR I RESEARCH AND KNOW FOR A FACT THIS IS AN ENGINEERED CRISIS TO DISCREDIT CHINA ALL BECAUSE AMERICUNT TRIED TO FUCK THEM OVER WITH A 25 TARIFF AND CHINA EMPHATICALLY SAID NO THATS WHAT THIS VIRUS IS ALL ABOUT BUT THE CHINESE WROTE THIS ",5,0
"Chinese people in China have been eating everything that moves for centuries and all of a sudden in 2019 there’s a virus that is supposedly killing people No The flu killed 80 000 people in 2017 Where was the pandemic then",5,0
"I hate these Chinese venders😭😭 , ",5,1
"STOP CALLING COVID-19 THE “CHINESE VIRUS” THE FUCKS WRONG WIT YA",5,0
"Not a teacher asking should genders be treated equally and negros in my class shouting no.
I'm studying with weirdos omg",5,1
"I don’t tweet much for the humor But yes A racist Hispanic Native American Jew😭u hate to see it don’t you God I’m so racist that I don’t even eat saltine crackers Yes yes very racist",5,1
"offcourse there is discrimination but less compared to Hindu society , ",5,0
"What gets me is the comment on the original post by ashy ignorant negroes or people who are hiding behind someone else’s picture I can’t People are forever obsessed with how others see them",5,1
"I just finished day 4 of my Bible reading in the book of Proverbs for this month. 
Proverbs 4
Insights:  Make sure that we resolve, that we will not stray from the instructions of the Pure Word of God.",6,1
"There’s a real argument for Ashkenazi Yiddish pronunciation when speaking English Also Yiddish intonation flows nicely with English Hebrew just wrestles with it",6,0
"Glory to GOD ❤️✝️❤️May He protect love comfort humanity in Jesus name Grace - forgiveness- healings - 💥✝️ , ",6,1
"Nope I am in favor of Saint Laurent 😜",6,1
"You don't look or sound like a Muslim. , ",6,1
"throne This is what the Bible has to say about Trumpicifer Rev 13 5 New International Version The beast was given a mouth to utter proud words and blasphemies and to exercise its authority for forty two months",6,0
"You’re a homophobic catholic? Gtfo my tl",6,1
"Man I m so happy right now God does answer prayers😭😭😭😭😭😭 can t wait MarketableOZO OzoneUnited RattleSnakePremiere",6,1
"Jesus is Lord 🙌",6,1
"#MuslimsDontKnow_RealAllah
Satlok is a place where neither death nor birth takes place, nor is there any old age, nor any disease, there are always green trees, there is no sorrow. 

Saint Rampal Ji Maharaj Ji is giving the real information of Allah. , ",6,0
"Islam preaches generosity. “Indeed, an ignorant man who is generous is dearer to God than a worshipper who is miserly.”",6,0
"A Simple Step-by-step Mindfulness Meditation Guide - Buddha Weekly: Buddhist Practices, ... ,  , ",6,0
"This is a message to us at SOTW that we need to do more work to help more people to hear the Glorious Gospel of Jesus Christ in its pure state. We are Grateful. Keep on watching and  sharing our content. We have a lot to share with the World. #spotlightontheword #churchofchrist",6,1
"We decry every day God is seeing but we believe prayer could change anything no matter how difficult its nothing is impossible to Allah",6,1
"sister mary john manansan is one of the reasons why im proud to be a scholastican 🥺💗 i hope other nuns and priests and heads of catholic schools are as progressive as her , ",6,1
"JAT Still we left hinduism and your Hindu sister will agree to marry us while you will cry love jihad Just imagine class of you and your religion 😂",6,1
"She knows a lot about Jesus She knows Jesus Now would be a good time to change you mind about the Way to God Jesus is the Way Have a great day",6,1
"Twice the Christian Church refused the Muslim temptation when it debated whether to include Christ as a god and once to include him as a prophet Twice the Church took the risk and twice the Church survived alone and succeeded alone Chesterton",6,0
"Let me grow in grace &amp; in the knowledge of Jesus Christ

I will flourish like a palm tree &amp;grow like a cedar in Lebanon

Let my faith grow exceedingly

The breaker is gone up before me &amp;broken through every limitation &amp; barrier of the enemy

Lord u are the God of the breakthrough",6,1
"Large scale outbursts like those mentioned aren't too common in recent years. Anti-Muslim mobs, however, are increasingly becoming common. One of the most common hate crimes come at the hand of cow protecting vigilante groups. Since cows are sacred in the Hindu religion,...
14/",6,0
"“For God is Spirit, so those who worship him must worship in spirit and in truth.””
John 4:24 NLT , ",6,1
"Getting into this Paula Bryant tea. Never heard of either of them but I will say it's eye opening to see so many global pastors support 45 so heavily. I don't care what nobody say. That side is NOT of nor for God. So much evil resides in that side. That's what y'all claim? , ",6,0
"I'll never speak bad about a Catholic ever again",6,0
"V2 Quite the contrary he says that this companies are racist because they are fine as long as Muslims were killed They just started distancing themselves from Bayraktar when Christian Armenians begin to suffer from TB2",6,0
"i’m down for bible reading 😼",6,1
"I love how saints are showing Carl Lentz love in the times he finds himself in. That’s exactly what the body of Christ stands for, love not mockery or hate.",6,1
"Haven’t the Jewish people suffered enough",6,0
"shut up hindus are mocking their own gods by 1 naming their children on GOD s names 2 making serials and films on GODS 3 making funny appearances during Maa ka Jagrata even making stupid remix songs",6,0
"Pope Francis celebrates Mass on the World Day of the Poor , ",6,0
"""To serve God means to serve the people"" It was repeatedly said in the bible that the Lord values justice. He is not a God who turns a blind eye to the suffering and injustices of His children. So I definitely agree that to serve the Lord is to serve the mass. , ",6,1
"Better to just create history or make something out of yourself

No matter how long it takes... Let GOD/JESUS take control

The spirit of the lord—even if we don’t feel or notice god/Jesus will always be in the heart",6,1
"Today s Hymns for the Orthodox Church The Entry of the Most Holy Mother of God into the Temple Troparion amp Kontakion courtesy of For more info visit",6,0
"Our religion won’t change for you she hers",6,0
"St Hilda of Whitby, pray to God for us! , ",6,1
"Every US election divides Christians along racial lines. 

It is time for the church to have serious conversations about Christianity. 

Republicans aren’t the only people who love God.",6,0
"l disagree on the religious approach Pregnancy is a natural byological consequence of sex If one sticks to a religious approach it shd be noted the Bible text says G d blessed them saying frutify amp increase The blessings is an order Not a punishment",6,1
"They are beast and brutal Allah will punished them because as muslim we are failed to stop them",6,1
"This may be doom for Christians",6,0
"The Bible says Pride comes before the fall",6,0
"You could lean into the Catholic interpretation and make them tree like",6,0
"Don t worry unlike Hindus Muslim have guts and they won t leave some one who has targeted their God",6,0
"All Saints Church in Lonan is my favourite",6,1
"Colossians 3:1-2 If ye then be risen with Christ, seek those things which are above, where Christ sitteth on the right hand of God. Set your affection on things above, not on things on the earth.",6,1
"Who said its in the Bible Read the Word of God pray open your heart and sit under an anointed teacher who can open up the truth of God s word",6,1
"Troparion Tone 4 Today is the prelude of the good will of God of the preaching of the salvation of mankind The Virgin appears in the temple of God in anticipation proclaiming Christ to all Let us rejoice and sing to her Rejoice O Fulfillment of the Creator s",6,0
"May the Lord forgive a richman I know",6,1
"True no reasons to say or to miss it when the consequences are like that The only true thing about their religion is hell exists and it is in their countries lmao",6,0
"Thank you God for blessing me with this new day today.. Thank you for it all.",6,1
"Tell that to the Jews",6,0
"🎶Lord you are welcome in this place..🎶",6,1
"So #TaxTheChurch trended cos a person keeps providing arguments with religious basis in making a law for everyone-- christians and non-christians?

If you'll use bible as basis, then have your church taxed.",6,0
"I understood the Bible instead of believing in it , ",6,1
"yall catholic im alcoholic we are not the same",6,1
"You don't look or sound like a Muslim. , ",6,0
"📷 MY MOMENT DECLARING LIFE If you are reading this, I speak this power in your spirit right now in this very moment! Receive and know that the God in your life through Christ Jesus alone has already made (THE WAY) and not just a way for you... , ",6,1
"The National Council of Churches of Kenya (NCCK) yesterday called for consensus on the proposed referendum to avoid divisions.",6,0
"doctor Because we re grossly misinterpreting the Bible Wearing of trousers is never condemned in the Bible People judgementally feel good at condemning others in order to look righteous in their self restraint",6,1
"Satan grabbed an ak47 and two stepped and fooled all those Christian ladies with his shiny toys",6,0
"Fitz Please pray as well as bet atheists’ included",6,1
"yes but your previous arguments gave me the impression that u were trying to convince me that catholics do not have a fault in homophobia when in fact they do here is a very interesting read maybe you should look into it",6,0
"1 You seem very angry amp full of hate yet you call yourself a Christian I think you’re a Fox News Christian Wear the flag hide behind religion amp spread hate amp lies Good luck going forward",6,1
"Church in Poland warned against being 'exploited': pro-choice demonstrators have disrupted Masses and daubed slogans in protest at Catholic Church support for #Poland  #abortion ban. ,  #Catholic #Christian #news",6,0
"Read the complete prayer... , 
#Christianity #Catholic #prayer #brokenheart , ",6,0
"When the Bible speaks of following Jesus, it is proclaiming a discipleship which will liberate mankind from all man-made dogmas, from every burden and oppression, from every anxiety and torture which afflicts the conscience.

Dietrich Bonhoeffer",6,1
"i guess im lucky that while i have met plenty of religious people (bruh i stay in a catholic dorm s i g h) ive never met someone who was so obnoxious with it hahaha",6,1
"#AlKhidr_In_Islam Ali ""al-Khidr mi also to the Muslim. Named him and said that this name (mantra) would also end innumerable sins.
Visit the Satlok Ashram YouTube channel for more information. , ",6,0
"As a good God fearing Christian I m sure Gregory understands James 4 17 So whoever knows the right thing to do and fails to do it for him it is sin Gregory the sinner most make atonement",6,1
"Its called Appropriation of religion they are thieves and after normalising Jesus as Jagdish absolutely disgusting and not acceptable",6,0
"blessed saint arshie, patron of pharmaceuticals , ",6,1
"Short devotional of 8 minutes about the PRAYER LIFE OF JESUS according to Matthew 26:36-44 ... ,  , ",6,1
"#AlKhidr_In_Islam
Muslim bro must know
Last Prophet Sant Rampal Ji has clearly says that it was Allah Kabir with the name Al Khidr who came and met hazarat Muhammad and told him about himself
, ",6,1
"« There is power in the name of Jesus »",6,1
"feliz Hi love I pray better days for you 💕💕💕",6,1
"Baigzzz Doesn t matter There are so many muslims in the world But Hidayat p kon hai it matters Bjai ksi aor k jany p khushi mnany k Just Pray keh Allah hamy hidayat p rkhe Don t so sure about urself Growup",6,0
"Could be onto something here. It is perhaps because #Leftism and #Atheism tend to be found together, whereas Religiosity (NOT “Spiritual”) is usually found with #Conservatism , ",6,0
"Thank you Lord for life, health, and strength 🙏🏾",6,1
"God bless your father-in-law. And may God grant you and your family peace and understanding!!! , ",6,0
".

""Affliction is a time to have patience and faith in Jesus, not a time to panic and doubt.""",6,1
"AlKhidr In Islam All Muslim brothers must know who is Allah kabir and Last Prophet Sant Rampal Ji Al Khidr is that Immortal Allah",6,1
"How many Muslims contested in UP Bihar MP CG Maharashtra from BJP BJP is not only communal but also anti Muslim",6,0
"Is she Referring Diwali as Khusi and Bakri-Eid as Nafrat?
Such hatred for a Muslim festival won't be accepted 
I condemn this Tweet ! 
Shame! , ",6,0
"Don t tell us that Islam is a religion of peace Tell your momeen brothers who behead and kill someone in the name of religion and Promote violence",6,0
"🤖
/u/improvised-scholar posted:
Religion is becoming to hard-core for me.
, ",6,1
"Repentance is not possible after death. Purgatory is not the truth. Ask Jesus to reveal the truth to you. Follow Jesus he himself is the only way.  #Catholic #purgatory #Jesusistheonlymessiah #Jesussaves , ",6,1
"You don’t look like a #Muslim and sometimes you don’t look like a #Bihari 😠 , ",6,1
"GOD Bless You Guide your steps both at the entrance and at the exit and pour out wisdom and The Peace of the Lord is with you Welcome",6,1
"sabanaqvi Scratch a liberal muslim and you will find a Mulla demanding submission of Kafirs No matter how much you pretend in the end the inner Aurangzeb shows through",6,1
"When was the last time someone came to you to preach the gospel of Jesus Christ?

Most times we assume people are out there sharing the gospel and winning souls but it’s not true. If no one’s walked up to you in a while to do it, why do you think they’re doing so with others?",6,0
"And the heartbreak still continue oo. May God heal your heart. , ",6,1
"i have this distinct feeling theres millions of people living in my twitter account thats remarkable i hope all you millions of people are saved with jesus christ thats good you are jesus came to save which is lost prayers thanks for praying for gods people",6,1
"Priest Amen🙏🙏🙏",6,1
"😂😂God no go shame us",6,0
"They were kshdjshsj The conversation was about a person who was Catholic amp someone said they were Christian amp that person I was talking about in the tweet went absolutely crazy saying how they re NOT Christian they re CATHOLIC like If ur Catholic ur Christian 👁️👄👁️",6,0
"Church made Christianity a mad mob religion. True Jesus is not the one Church is portraying. In India, people say that rich missionaries are sent to villages with the aim of religious conversion.",6,0
"""And he was angry, and would not go in: therefore came his father out, and intreated him."" ~Luke 15:28 #Bible #Hope #Jesus",6,1
"Was Jesus meant to die wouldn’t you be saved if he died either way it doesn’t make sense your entire belief system is just one giant mess to me im sorry but if your can’t let the truth in then pray to Allah to guide you",6,1
"The Northeast really needs to secede ..... like there is no was New York and the Bible Belt should be the same country .... it just doesn’t work",6,0
"Pray for her and those who use contraception",6,1
"Goodmorning &amp; God Bless.",6,1
"Whatever you are facing, God is near🕊",6,1
"Ask Bro. Eli , the Bible Answers #PureDoctrinesOfChrist",6,1
"gautam2 Yes for muslims it may be right but not for dalit Dalit is a intergral part of hindu and we are brothers",6,0
"#AlKhidr_In_Islam
Allahu Akbar Kabir God is mentioned in the Muslim religion book Fazaile Amaal. And this truth was told by spiritual leader Rampal Ji Maharaj Ji. He is the last messenger of God .

Last Prophet Sant Rampal Ji",6,1
"Salam, to every Muslim ummah.",6,1
"Rub his back while he sleeps and pray over him...that’s a different level of intimacy 🙏🏽❤️",6,0
"sabanaqvi Harayana competition Christian muslims one forces to convert others gve rice bag money with bible with heaven confirmed ticket punjab missionaries doing miracles jesus cures cancer in seconds",6,1
"In the name of Jesus Christ I command you you spirit of Satan to depart without doing more harm to Americans or anyone else in this house",6,1
"🚨UPDATE: They had to put 3 Stints in and the artery on the front of the heart was 99% Blocked. We caught it early. Thank you Lord Jesus Christ, in Gods name we pray🙏✝️❤️ Thanks for all the prayers ❤️❤️❤️",6,1
"You are the best your work has open the eyes of a lot of people keep going on god bless you you re a soldier of God with a mission Health and strength to and to GOD BLESS BRAZIL AND GOD BLESS USA",6,0
"Let's all watch and discover the true teachings of our Lord Jesus Christ, happening soon...
#PureDoctrinesOfChrist , ",6,1
"I went to a convent school Just a few days before christmas sisters used to take us to chapel to offer prayers to Jesus Christ I literally hated that",6,0
"Thank you Lord",6,0
"Oh Allah, we give thanks to You &amp; glorify You for the ability to witness another jumu'ah.
Oh Allah, may it not be our last &amp; may we use this day to strengthen our relationship with You.
Oh Allah, we seek Your guidance, forgiveness &amp; blessings upon ourselves.",6,1
"doctor Is trouser written in the Bible",6,0
"Glory to Jesus❤️ ChildOfHeaven",6,1
"Pagan Holidays or the Holy Days of God? Link▸,  
Does it make any difference which days we observe? Does the Bible establish whether we are to keep certain days holy to God? Are Christians are commanded to keep holidays such as Christmas? , ",6,1
"tolase I will not be canceled at all in Jesus name amen 🙏",6,1
"Our Collective Worship was all about Talents. Jesus reminds us to share our talents with others and not hide them! , ",6,1
"Also it was news to me that messianic religions are actually nihilistic Again the implication is that any religion that deviates from enlightenment s own self understanding believe in science is bad and dangerous",6,0
"Even some of today s Jew aware Catholics do strange things Bishop Richard Williamson who I consider jew aware at least once invited a rabbi to speak to seminarians in Winona",6,1
"In any #Muslim country, atheists, those who #abandon Islam are denied the right to live #freely. When you realize that you are wrong, it will be late. I'm an ex-Muslim born in Turkey. I'm telling you the truth.",6,1
"Stand and proclaim.. there’s no greater name than JESUS ❤️",6,1
"You can all argue and burn each other in your churches for the last FOUR centuries over whether wine or grape juice is the blood of Christ.

I think God wants US to save his Great Creation as He bestowed his faith in Noah.",6,1
"I made a decision to not teach my kids about religion until they ask I felt that teaching them atheism at a young age would be no different that feeding them religion I know atheism is way less damaging but I just couldn’t reconcile in my brain doing something I’m against",6,0
"THE SALVATION,THAT JESUS CHRIST BROUGH TO THE WORLD IS : #FULL AND #FREE",6,1
"""And when he hath found [it,] he layeth [it] on his shoulders, rejoicing."" ~Luke 15:5 #Bible #Jesus #Love",6,1
"16 It s the policies they stand for Christian beliefs are more consistent with less government control no abortion improving the lives of everyone no matter your race or culture trying as much as possible to live in peace with all around you",6,0
"#MuslimsDontKnow_RealAllah
Real Allah Kabir either himself comes to give true spiritual knowledge or sends his representative. His representative is one among billions
, ",6,1
"the pope is an ass guy because god created us all in his image (with an ass)",6,0
"Hebrews 12장 14 Follow peace with all men and holiness without which no man shall see the Lord",6,0
"spartan PK “His laws” don’t exist so stop trying to convert me I don’t believe in your god and you won’t convince me I’ve done my homework and a ton of soul searching and came to my position with facts and research All that said stop pushing your religion on others",6,0
"Ya Allah please grant me peace &amp; contentment in all my aspects of my life 🤍",6,1
"word and who he has called us to be in our resurrection through Jesus Christ 🙏❤️",6,1
"May Allāh protect me from fighting with a man. How embarrazzing is that Acudubillahi ...",6,1
"feliz Hi love I pray better days for you 💕💕💕",6,0
"Saying a prayer for my North Dakota friends. , ",6,0
"This is a very special episode of The Cantankerous Catholic. We not only have a tremendous interview with Fr. Robert Altier, but there’s also a very special Catholic Bootcamp segment that I strongly urge you to listen to. 
, ",6,0
"Was Jesus meant to die wouldn’t you be saved if he died either way it doesn’t make sense your entire belief system is just one giant mess to me im sorry but if your can’t let the truth in then pray to Allah to guide you",6,1
"Grant It s a religion With original sin a doomsday prophecy and saviours",6,0
"Amen in Jesus Mighty Name",6,1
"Close minded catholics will really discriminate how i worship God, come on i worship my own way, just because i don't worship the same as you doesn't mean i'm less of a catholic than it is.",6,1
"Sri TNBJP the nomad Balaji Very purpose of consecrating Dieties in Hindu temples is to derive the benefits of different kind at each Temple This is for ancient temples Not all temples have same energy This is to benefit the local populace and others Temples are energy centres and not prayer halls",6,0
"Prophet Muhammad (PBUH) says: 
If my servant intends evil, do not write it. If he acts on it, write it down as an evil. If my servant intends good, write him a good deed. If it works, write it as 7 to 700 points
Muslim # 334/335
#حديث 
==============
Common Sense Uncommon Success , ",6,1
"Congratulations on ensuring low income woman do not get much needed medical care I wonder where in the bible it says denying healthcare to poor people is one of Jesus teachings 🤔",6,1
"4/ some also musical also instrument also that was also played to humbly thank the Blessed Most Holy Virgin Mary and Jesus and Saint Joseph also and that were also stones also herbs also lands also that every time you came to even touch they also emitted the they also melody also",6,0
"They always have Bible verses in their bio lmaoooo , ",6,1
"""The Lame Beggar Healed"":

6 But Peter said, 'I have no silver and gold, but what I do have I give to you. In the name of Jesus Christ of Nazareth, rise up and walk!' 
7 And he took him by the right hand and raised him up, and immediately his feet and ankles were made strong",6,1
"👉 Know the reasons behind birth amp death know the way how we can reach to the God Watch satsang on sadhna tv at 7 30 pm amp MustListen Satsang by GodMorningWednesday WednesdayMotivation 🙏🙏🙏",6,0
"There are many things we could say about Catholics Methodist Zaoga and of course prophets but most of what we say is not helpful bcoz it does not come from a point of Love We are all decieved in some area but we belong to Christ and are under transformation",6,1
"Writes Atheists caused more mass murder than any other religious group That s 100s of millions of deaths This is despite atheists being a religious minority compared to Islaam and Christianity Imagine scaling that up proportionately According to the encyclopedia of war 93 of all",6,0
"If these are Christian folks and they expext god to change marks on paper AND the marks do NOT change do they change gods",6,1
"Certainly the Jewish community is guilty of no wrongdoing at all whatsoever",6,1
"...No one saves us but ourselves. No one can and no one may. We ourselves must walk the path... By Buddha #MyPhotos #BeautifulPlaces #NatureLovers #AutumnVibes , ",6,1
"Let the Jew Christian man and the Muslim woman decide if they want their children to be raised Muslim or not",6,0
"Happy birthday seekh lo May Allah bless you with happiness and prosperity",6,1
"Which God is he talking about again It can t be the Christian one maybe Church of Satan",6,0
"“And Samuel heard all the words of the people, and he rehearsed them in the ears of the Lord. And the Lord said to Samuel, Hearken unto their voice, and make them a king. And Samuel said unto the men of Israel, Go ye every man unto his city.”
1 Samuel 8:21-22. Note; JESUS CHRIST",6,1
"#MuslimsDontKnow_RealAllah 
Kabir Allah destroyer sins!
Quran - Surat Al Furqan 25:58 Allah Kabir is the destroyer of all the Sins of his worshippers.
- Baakhabar Saint Rampal Ji Maharaj , ",6,1
"I asked for help for the Christian faith and you will not answer until I serve the religion of Christ in the church",6,1
"#AlKhidr_In_Islam
Last Prophet Sant Rampal Ji says that in order to keep the faith of the devotees intact in God irrespective of their caste send religion Allah Kabir comes in different different forms and explains the correct method of devotion. , ",6,0
"What happens when you trust God?

""3 When I am afraid, I put my trust in you. 4 In God, whose word I praise— in God I trust and am not afraid. What can mere mortals do to me?""

--Psalm 56:3-4",6,1
"I take this opportunity to  thank God for answering my prayers 🙏 of success,  multiple financial deals unto PRINCE  and DORATHY  and I continue to  pray for  greater heights 
#DorathyXDstv
#PrinceXDstvMoments , ",6,0
"neko san pharaohs Genes w ber laurent mariamafalh we cat alex pickle mohand The Allied Powers unanimously Ag r ee’s it did not constitute the basis for any legal claim What the hell are you talking about A Jewish state in Palestine had been fully accepted by the League of Nations but Britain betrayed the Jews amp failed to accomplish it",6,0
"Pray for her and those who use contraception",6,1
"Oh please. This is a very disingenuous take. 
Religion - system of belief and/or worship.
People are the adherents of these belief systems. And there are always going to be extremists and persons who have simply misunderstood the basic tenets of these belief systems. , ",6,0
"There is nothing that I pray more for 🥺",6,0
"Great but what about boys who switches Religion for love perhaps not love jihad .
#lovejihaad , ",6,0
"Jesus would be a liberal Real Christians would be liberal Christianity got morphed into republicanism",6,0
"On behave of my family and Nigeria in general am wishing GEJ a happy 63yrs birthday.I pray that God we keep on protecting u in all u do, in Jesus name..Amen",6,1
